name,stationID,evaNr,rl100Code,lat,lon
Lehmen,3614,,,50.284746,7.45523
Lehndorf (Kr Altenburg),3615,,,50.937827,12.425806
Lehnheim,3616,,,50.6067095,8.99207622
Lehnitz,3617,,,52.741702,13.263224
Lehrte,3620,,,52.376722,9.974599
Leichlingen,3621,,,51.107521,7.005251
Leiferde (b Gifhorn),3622,,,52.456453,10.427937
Leinefelde,3625,,,51.3888361,10.3287578
Leinfelden,3626,,,48.696506,9.142866
Leipheim,3629,,,48.450171,10.215369
Leipzig Allee-Center,6091,,,51.319158,12.291748
Leipzig Anger-Crottendorf,146,,,51.332435,12.4205107
Leipzig Bayerischer Bahnhof,8099,,,51.329267,12.381658
Leipzig Coppiplatz,1070,,,51.367074,12.366024
Leipzig Essener Straße,8312,,,51.376358,12.3969877
Leipzig Grünauer Allee,2386,,,51.320905,12.303006
Leipzig Hbf,3631,,,51.3454712,12.3820639
Leipzig Karlsruher Straße,3113,,,51.3172359,12.2792709
Leipzig MDR,8100,,,51.320067,12.386318
Leipzig Markt,8097,,,51.34064,12.374612
Leipzig Messe,7848,,,51.396145,12.389278
Leipzig Miltitz,4112,,,51.325316,12.25503
Leipzig Miltitzer Allee,4114,,,51.315353,12.267345
Leipzig Mockauer Straße,8276,,,51.3738,12.4121
Leipzig Nord,8275,,,51.364162,12.40106
Leipzig Olbrichtstraße,8094,,,51.369887,12.3535
Leipzig Slevogtstraße,8096,,,51.372944,12.344416
Leipzig Völkerschlachtdenkmal,3632,,,51.3187413,12.4062842
Leipzig Werkstättenstraße,1596,,,51.340599,12.4561787
Leipzig Wilhelm-Leuschner-Platz,8098,,,51.335396,12.375394
Leipzig-Connewitz,3636,,,51.300717,12.3863125
Leipzig-Engelsdorf,8018,,,51.343946,12.477634
Leipzig-Gohlis,3637,,,51.362861,12.374533
Leipzig-Heiterblick,3639,,,51.369339,12.459979
Leipzig-Holzhausen,2885,,,51.306041,12.461448
Leipzig-Knauthain,3641,,,51.278181,12.309095
Leipzig-Leutzsch,3642,,,51.3540014,12.303738
Leipzig-Liebertwolkwitz,3711,,,51.28397,12.469248
Leipzig-Lindenau,3731,,,51.333756,12.321483
Leipzig-Lützschena,3877,,,51.390057,12.293091
Leipzig-Möckern,3643,,,51.364431,12.352271
Leipzig-Mölkau,4157,,,51.325238,12.45982
Leipzig-Paunsdorf,3644,,,51.3443,12.444338
Leipzig-Plagwitz,3645,,,51.32804,12.32208
Leipzig-Rückmarsdorf,5412,,,51.341871,12.282668
Leipzig-Sellerhausen,5816,,,51.345178,12.424666
Leipzig-Stötteritz,3646,,,51.324512,12.411428
Leipzig-Thekla,3647,,,51.3716263,12.4307513
Leipzig-Wahren,3649,,,51.3806874,12.3214835
Leisnig,3650,,,51.160325,12.938389
Leitstade,3652,,,53.169143,10.912783
Leißling,3651,,,51.185484,11.909824
Lembeck,3654,,,51.751244,7.02548
Lemförde,3655,,,52.460163,8.36161
Lemmie,3657,,,52.285104,9.608572
Lendringsen,3658,,,51.410398,7.826617
Lengede-Broistedt,894,,,52.197022,10.320695
Lengenfeld (Vogtl),3660,,,50.573121,12.373259
Lengenwang,3661,,,47.697399,10.601214
Lengerich (Westf),3662,,,52.175785,7.878459
Lenggries,3664,,,47.680395,11.573539
Lenglern,8085,,,51.588428,9.871195
Lennestadt-Altenhundem,104,,,51.1041181,8.07147503
Lennestadt-Grevenbrück,2264,,,51.141781,8.017977
Lennestadt-Meggen,4024,,,51.122453,8.065778
Lensahn,3666,,,54.21931,10.890451
Leonberg,3667,,,48.799646,9.003853
Leopoldstal,3668,,,51.844497,8.971182
Leschede,3669,,,52.397644,7.305961
Letmathe-Dechenhöhle,3671,,,51.365465,7.644154
Letschin,3672,,,52.632725,14.347447
Lette (Kr Coesfeld),3673,,,51.892495,7.186998
Letter,3674,,,52.393898,9.63948
Leubingen,3676,,,51.205099,11.15332
Leubsdorf (Rhein),3677,,,50.547039,7.28635
Leun/Braunfels,831,,,50.539915,8.366902
Leuna Werke Nord,3681,,,51.3206657,12.0009273
Leuna Werke Süd,3682,,,51.306599,12.006637
Leutenberg,3683,,,50.564819,11.447858
Leuterschach,3684,,,47.745641,10.581221
Leutershausen-Wiedersbach,3686,,,49.2949,10.4401
Leutesdorf (Rhein),3687,,,50.447682,7.392067
Leuthen (b Cottbus),3688,,,51.695079,14.256108
Leutkirch,3689,,,47.826167,10.015836
Leverkusen Chempark,437,,,51.011409,6.996675
Leverkusen Mitte,3691,,,51.031514,6.991661
Leverkusen-Küppersteg,3692,,,51.045822,6.988119
Leverkusen-Manfort,3694,,,51.0310581,7.0151782
Leverkusen-Rheindorf,3693,,,51.064265,6.963464
Lich (Oberhess),3696,,,50.514578,8.821959
Lichtenberg (Erzgeb),3699,,,50.840179,13.403754
Lichtenfels,3700,,,50.146452,11.059472
Lichtenrade,3703,,,52.387297,13.396175
Lichtenstein (Sachs),3704,,,50.757677,12.626412
Lichtentanne (Sachs),3705,,,50.69935,12.419664
Lichtentanne (Thür),3706,,,50.524377,11.481606
Lichtenthal,3707,,,49.008762,13.246466
Lichterfelde Süd,7730,,,52.410899,13.30904
Liebenthal (Prign),3709,,,53.151207,12.393287
Lieblos,3712,,,50.2067843,9.14596796
Lietzow (Rügen),3716,,,54.480965,13.510002
Limbach (Vogtl),3719,,,50.587071,12.25315
"Limbach (b Homburg,Saar)",3717,,,49.312148,7.279127
Limburg (Lahn),3720,,,50.384119,8.062342
Limburg Süd,3723,,,50.382498,8.096112
Limburgerhof,3721,,,49.424273,8.390747
Limmritz (Sachs),3722,,,51.1178085,13.049655
Linda (Elster),3724,,,51.853056,13.085176
Lindach,3725,,,49.416918,9.00646
Lindau-Aeschach,3728,,,47.55962,9.68466
Lindau-Insel,3727,,,47.544341,9.680469
Lindau-Reutin,3729,,,47.552384,9.703292
Lindenberg (Mark),3732,,,52.203625,14.111705
Lindenholzhausen,3733,,,50.377565,8.133372
Lindern,3734,,,50.996842,6.207467
Lindhorst (Schaumb-Lippe),3736,,,52.35432,9.288867
Lindwedel,3740,,,52.610943,9.689022
Lingen (Ems),3741,,,52.519867,7.321731
Lingenfeld,3742,,,49.252584,8.349523
Linsburg,3743,,,52.600966,9.325638
Linz (Rhein),3744,,,50.569335,7.276032
Lippstadt,3746,,,51.670687,8.348785
Lissendorf,3748,,,50.318489,6.615158
Listerscheid,3749,,,51.108143,7.849495
Lobstädt,3754,,,51.135997,12.448732
Lochham,3757,,,48.128247,11.43089
Lohgarten-Roth,3763,,,49.243567,11.09595
Lohhof,3764,,,48.287937,11.580813
Lohmen,3765,,,50.98906,13.987904
Lohne (Oldb),3767,,,52.665326,8.229292
Lohnweiler,3769,,,49.6356822,7.59971201
Lohr Bahnhof,3770,,,50.004409,9.580715
Lohsa,3773,,,51.374168,14.4041437
Loitsch-Hohenleuben,3775,,,50.734031,12.0482844
Lollar,3776,,,50.6478686,8.70155275
Lonsee,3778,,,48.544967,9.917377
Loppenhausen,3779,,,48.162511,10.390907
Lorch (Rhein),3780,,,50.0403,7.812843
Lorch (Württ),3781,,,48.797906,9.695761
Lorchhausen,3782,,,50.0546934,7.78045535
Lorsbach,3785,,,50.11489,8.422853
Lorsch,3786,,,49.659093,8.566262
Loxstedt,3799,,,53.474653,8.654301
Loßburg-Rodt,3790,,,48.418026,8.45309436
Lubolz,3817,,,51.962416,13.821351
Luckaitztal,5634,,,51.685047,14.001704
Luckau-Uckro,6305,,,51.852121,13.60784
Luckenau,3825,,,51.093993,12.077902
Luckenwalde,3827,,,52.09059,13.160409
Ludersheim,3831,,,49.392166,11.323856
Ludwigsau-Friedlos,1938,,,50.896879,9.743325
Ludwigsburg,3833,,,48.891862,9.18542
Ludwigschorgast,3834,,,50.121624,11.557252
Ludwigsfelde,3835,,,52.298098,13.267319
Ludwigsfelde-Struveshof,8240,,,52.317181,13.232152
Ludwigshafen (Bodensee),3836,,,47.8156141,9.05304953
Ludwigshafen (Rhein) Hbf,3837,,,49.476529,8.433042
Ludwigshafen (Rhein) Mitte,7385,,,49.479005,8.452152
Ludwigshafen-Mundenheim,3838,,,49.461572,8.421092
Ludwigshafen-Oggersheim,3839,,,49.493188,8.381523
Ludwigshafen-Rheingönheim,3840,,,49.447471,8.409493
Ludwigshöhe,3841,,,49.499569,11.248783
Ludwigslust,3843,,,53.334671,11.494491
Ludwigsstadt,3844,,,50.486583,11.382989
Ludwigsthal,3845,,,49.059599,13.237815
Luhe,3848,,,49.57992,12.139463
Luhe-Wildenau,3849,,,49.598731,12.126909
Luisenthal (Saar),3850,,,49.249595,6.904214
Lunden,3854,,,54.331231,9.030746
Lunestedt,3858,,,53.439084,8.735085
Lutherstadt Eisleben,3862,,,51.5183138,11.5508795
Lutherstadt Wittenberg Altstadt,3864,,,51.863767,12.641431
Lutherstadt Wittenberg Hbf,3863,,,51.867811,12.662285
Lutherstadt Wittenberg-Labetz,6667,,,51.871456,12.694192
Lutherstadt Wittenberg-Piesteritz,3866,,,51.871862,12.596775
Lutten,8024,,,52.768181,8.343977
Lutum,3871,,,51.9823494,7.22643971
Löbau (Sachs),3751,,,51.099447,14.671941
Löcherberg,3756,,,48.434667,8.172248
Löcknitz,3758,,,53.4561,14.215417
Lödingsen,3760,,,51.589196,9.791027
Löf,3761,,,50.230569,7.443512
Löffingen,3762,,,47.8833319,8.34206969
Löhnberg,3766,,,50.5096536,8.27463627
Löhne (Westf),3768,,,52.196653,8.7135
Lörrach Dammstraße,8043,,,47.597713,7.655224
Lörrach Hbf,3783,,,47.6138012,7.66530275
Lörrach Museum/Burghof,8044,,,47.6077454,7.66117483
Lörrach Schwarzwaldstraße,8045,,,47.6244248,7.67248571
Lörrach-Brombach/Hauingen,896,,,47.637611,7.695207
Lörrach-Haagen/Messe,2441,,,47.633233,7.680893
Lörrach-Stetten,3784,,,47.601418,7.659032
Lörzenbach-Fahrenbach,3787,,,49.6388506,8.76462758
Lövenich,3795,,,50.942932,6.83444
Löwenberg (Mark),3796,,,52.896801,13.190055
Löwental,3798,,,47.6614295,9.49938655
Lübbecke (Westf),3801,,,52.306341,8.605732
Lübben (Spreewald),3802,,,51.939737,13.877182
Lübbenau (Spreewald),3805,,,51.862169,13.9609
Lübberstedt,3806,,,53.343358,8.785104
Lübeck Flughafen,3808,,,53.8044652,10.6973523
Lübeck Hbf,3807,,,53.867547,10.669821
Lübeck Hochschulstadtteil,8266,,,53.8307697,10.6889463
Lübeck-Dänischburg IKEA,8300,,,53.911202,10.735581
Lübeck-Kücknitz,3810,,,53.924952,10.81889
Lübeck-Moisling,8378,,,53.8368,10.6295
Lübeck-St.Jürgen,2596,,,53.842321,10.702942
Lübeck-Travemünde Hafen,3812,,,53.958759,10.865587
Lübeck-Travemünde Skandinavienkai,3813,,,53.950787,10.854029
Lübeck-Travemünde Strand,3814,,,53.964795,10.875604
Lüblow (Meckl),3815,,,53.418637,11.4600844
Lübs (b Magdeburg),3818,,,52.020211,11.93517
Lübstorf,3819,,,53.728881,11.411316
Lüdenscheid,3828,,,51.220352,7.628717
Lüdenscheid Brügge (Westf),915,,,51.20792,7.571086
Lüdersdorf (Meckl),3830,,,53.832924,10.815143
Lüdinghausen,3832,,,51.762386,7.431312
Lügde,3847,,,51.959294,9.25083
Lüneburg,3855,,,53.249656,10.41989
Lünen Hbf,3856,,,51.617129,7.529485
Lünen Preußen,5032,,,51.58815,7.539692
Lünern,3857,,,51.54337,7.760771
Lüssow (Meckl),3861,,,53.843724,12.13786
Lütter,3870,,,50.4808672,9.76548582
Lützel,3872,,,50.967045,8.174364
Lützow,3876,,,53.655968,11.18043
Machern (Sachs),3880,,,51.357628,12.627757
Magdeburg Hbf,3881,,,52.1305112,11.626963
Magdeburg SKET Industriepark,3883,,,52.097545,11.638277
Magdeburg Südost,3882,,,52.07019,11.669977
Magdeburg-Buckau,3884,,,52.109204,11.63004
Magdeburg-Eichenweiler,3885,,,52.166448,11.657982
Magdeburg-Hasselbachplatz,3886,,,52.122395,11.625322
Magdeburg-Herrenkrug,7971,,,52.14545,11.676379
Magdeburg-Neustadt,3887,,,52.148843,11.641703
Magdeburg-Rothensee,3888,,,52.186756,11.647915
Magdeburg-Salbke,3889,,,52.080745,11.656447
Magdeburg-Sudenburg,3890,,,52.120426,11.597136
Magstadt,7562,,,48.7361377,8.96530777
Mahlow,3891,,,52.36054,13.407932
Mahlwinkel,3892,,,52.39373,11.788824
Maichingen,8110,,,48.7219502,8.96977901
Maichingen Nord,8109,,,48.7273787,8.97941083
Maikammer-Kirrweiler,3893,,,49.30558,8.147177
Mainaschaff,3894,,,49.982405,9.085739
Mainhausen Zellhausen,6995,,,50.0157024,8.96999359
Mainleus,3896,,,50.099812,11.379525
Mainroth,3897,,,50.120661,11.319285
Maintal Ost,2809,,,50.14234,8.836714
Maintal West,669,,,50.140987,8.805296
Mainz Hbf,3898,,,50.001117,8.25872
Mainz Nord,3899,,,50.020066,8.246852
Mainz Römisches Theater,3900,,,49.993465,8.277565
Mainz Waggonfabrik,6463,,,50.014915,8.235108
Mainz-Bischofsheim,3901,,,49.9932258,8.35750043
Mainz-Gonsenheim,3902,,,49.997756,8.214478
Mainz-Gustavsburg,3903,,,49.994319,8.314197
Mainz-Kastel,3904,,,50.00658,8.283174
Mainz-Laubenheim,3905,,,49.961233,8.314183
Mainz-Marienborn,3906,,,49.960165,8.22290182
Mainz-Mombach,3907,,,50.022775,8.22937
Maisach,3909,,,48.214147,11.256393
Malchin,3910,,,53.743417,12.761041
Malching (Oberbay),3911,,,48.21545,11.219064
Mallersdorf,3914,,,48.768098,12.256898
Malmsheim,3916,,,48.7718745,8.90522361
Malsch,3917,,,48.889506,8.323585
Malsch Süd,8025,,,48.8875346,8.31587523
Malsfeld,3918,,,51.097605,9.534833
Malsfeld-Beiseförth,469,,,51.083076,9.55313
Mammendorf,4299,,,48.216826,11.174618
Manndorf,3924,,,50.038395,10.834224
Mannheim ARENA / Maimarkt,8155,,,49.4599657,8.51592779
Mannheim Handelshafen/Jungbusch,3929,,,49.492623,8.453917
Mannheim Hbf,3925,,,49.479354,8.468921
Mannheim-Friedrichsfeld Süd,3928,,,49.438144,8.572382
Mannheim-Käfertal,3930,,,49.501558,8.503772
Mannheim-Luzenberg,3931,,,49.517201,8.477775
Mannheim-Neckarau,3932,,,49.455545,8.494792
Mannheim-Neckarstadt,3933,,,49.503633,8.459566
Mannheim-Rheinau,3934,,,49.424091,8.534944
Mannheim-Seckenheim,3935,,,49.4512655,8.53843957
Mannheim-Waldhof,3936,,,49.525661,8.482603
Mansfeld (Südharz),3938,,,51.600325,11.452086
Marbach (Neckar),3941,,,48.9437091,9.26462352
Marbach Ost Villingen-Schwenningen,7148,,,48.0337214,8.4759897
Marbach West (Villingen-Schwenningen),7147,,,48.031286,8.469154
Marbeck-Heiden,3942,,,51.809404,6.906067
Marburg (Lahn),3943,,,50.819272,8.775014
Marburg Süd,3944,,,50.794467,8.762431
Maria Rain,3946,,,47.632552,10.480275
Marienau (Coppenbrügge),8494,,,52.10495,9.57255
Marienborn,3951,,,52.197904,11.123269
Marienhafe,3953,,,53.5192358,7.27436006
Marienheide,6768,,,51.081123,7.531982
Markdorf (Baden),3955,,,47.7166573,9.38876957
Marke,3956,,,51.7406295,12.2572218
Markelfingen,3957,,,47.7390203,9.00340855
Markkleeberg,3961,,,51.279029,12.372615
Markkleeberg Mitte,3962,,,51.280182,12.369742
Markkleeberg Nord,8297,,,51.287998,12.372204
Markkleeberg-Gaschwitz,2017,,,51.2498991,12.3791456
Markkleeberg-Großstädteln,3964,,,51.2624687,12.3763293
Markranstädt,3965,,,51.30718,12.22476
Marksuhl,3966,,,50.90835,10.224589
Markt Bibart,3968,,,49.646089,10.425466
Markt Erlbach,3970,,,49.492675,10.658449
Markt Schwaben,3971,,,48.193606,11.862093
Marktbreit,3973,,,49.663804,10.146092
Marktleuthen,3976,,,50.130803,12.01317
Marktoberdorf,3977,,,47.779215,10.61423
Marktoberdorf Schule,3978,,,47.774099,10.609997
Marktredwitz,3979,,,50.004596,12.082583
Marktschorgast,3980,,,50.090794,11.65353
Marl Mitte,3981,,,51.653837,7.099575
Marl-Hamm,3983,,,51.682972,7.131422
Marl-Sinsen,3984,,,51.667748,7.173482
Marlishausen,3985,,,50.819504,11.010056
Marquardt,3986,,,52.458881,12.971627
Marsberg,3987,,,51.462889,8.854904
Marstetten-Aitrach,3988,,,47.9435586,10.0801706
Martensdorf,3989,,,54.300918,12.930252
Martinlamitz,3990,,,50.215527,11.950515
Martinroda,3991,,,50.733145,10.880943
Martinstein,3992,,,49.803978,7.536625
Martinszell (Allgäu),3993,,,47.6294068,10.2738851
Marxgrün,3994,,,50.354978,11.686568
Marzling,3995,,,48.410401,11.800108
Maschen,3996,,,53.403815,10.065662
Massen,3997,,,51.541776,7.643711
Matzenbach,1532,,,49.4943784,7.45607972
Maubach,4001,,,48.9262178,9.41953987
Mauer (b Heidelberg),4002,,,49.335802,8.795545
Maulbronn West,4003,,,48.9836707,8.78178835
Maulburg,4004,,,47.644374,7.780662
Mausheim,4005,,,49.1201468,11.7681384
Maxhütte-Haidhof,4006,,,49.198019,12.107818
Maximiliansau Im Rüsten,6226,,,49.03488,8.279421
Mayen Ost,4008,,,50.329594,7.238939
Mayen West,4009,,,50.328373,7.213894
Mayschoß,4010,,,50.517233,7.020463
Mechernich,4012,,,50.591367,6.642296
Mechterstädt,4013,,,50.943778,10.521367
Meckelfeld,4014,,,53.42438,10.029711
Meckenbeuren,4015,,,47.69976,9.558393
Meckenheim,4016,,,50.627446,7.014757
Meckenheim Industriepark,7769,,,50.6436506,7.02718377
Meckenheim Kottenforst,3385,,,50.662412,7.022683
Meckesheim,4017,,,49.320658,8.812836
Medewitz (Mark),4020,,,52.060706,12.391829
Meeder,4021,,,50.315656,10.906842
Meerane,4022,,,50.8506212,12.4575841
Meerbusch-Osterath,4023,,,51.269017,6.625981
Mehltheuer,4025,,,50.544312,12.037091
Mehrhoog,4026,,,51.738965,6.51825
Mehrower Allee,4027,,,52.557759,13.553699
Meine,4028,,,52.381353,10.535812
Meinersen,4031,,,52.449188,10.321114
Meinerzhagen,4032,,,51.108144,7.634116
Meiningen,4033,,,50.57407,10.421205
Meinsdorf,4034,,,51.903191,12.256369
Meitingen,4038,,,48.545997,10.84805
Meitzendorf,4039,,,52.209394,11.558967
Meißen,4036,,,51.162957,13.482522
Meißen Altstadt,8277,,,51.159084,13.4730953
Meißen Triebischtal,4037,,,51.152472,13.462529
Melbach,4040,,,50.3788913,8.81151795
Melchow,4041,,,52.774871,13.694375
Meldorf,4042,,,54.087771,9.080085
Melle,4044,,,52.209257,8.343221
Mellendorf,4046,,,52.548199,9.744501
Mellingen (Thür),4048,,,50.950094,11.394318
Mellrichstadt Bahnhof,4049,,,50.424782,10.307039
Melsdorf,7267,,,54.312754,10.03083
Melsungen,4050,,,51.126002,9.546079
Melsungen Bartenwetzerbrücke,8133,,,51.132177,9.548839
Melsungen-Röhrenfurth,5322,,,51.154377,9.548372
Melsungen-Schwarzenberg,8322,,,51.1462068,9.56110954
Memmingen,4051,,,47.985581,10.186853
Menden (Rheinl),4052,,,50.779917,7.149549
Menden (Sauerland),4053,,,51.435271,7.792084
Menden (Sauerland) Süd,4054,,,51.428333,7.807804
Mendig,4509,,,50.369658,7.291007
Mengen,4055,,,48.0535151,9.33661938
Mengersgereuth-Hämmern,4056,,,50.392892,11.118299
Mengersgereuth-Hämmern Ost,4057,,,50.389471,11.127745
Meppen,4061,,,52.696021,7.298015
Merching,4062,,,48.245769,10.979397
Merchweiler,4063,,,49.356029,7.065547
Mering,4064,,,48.262698,10.988291
Mering-St Afra,5616,,,48.274282,10.971202
Merklingen - Schwäbische Alb,8350,,,48.52116,9.740877
Mersch (Westf),4066,,,51.762112,7.737412
Merseburg Bergmannsring,4068,,,51.337371,11.989651
Merseburg Hbf,4067,,,51.356889,11.990551
Merten (Sieg),4070,,,50.77048,7.385657
Mertesheim,4072,,,49.569195,8.133923
Mertingen Bahnhof,4073,,,48.6609712,10.8247519
Merzenich,5485,,,50.840032,6.518051
Merzig (Saar),4075,,,49.436419,6.634192
Merzig Stadtmitte,4182,,,49.443478,6.635226
Mesch Neue Mühle,7908,,,52.26384,8.520849
Meschede,4076,,,51.349603,8.279053
Meschede-Freienohl,1901,,,51.366422,8.169484
Messe Nord / ZOB,6840,,,52.507525,13.283445
Messe Süd (Eichkamp),7727,,,52.49875,13.270118
Messel,4078,,,49.9217854,8.74658704
Messinghausen,4079,,,51.393192,8.679775
Metelen Land,4081,,,52.162494,7.254173
Mettenheim,4082,,,49.739906,8.334166
Mettlach,4083,,,49.495476,6.598315
Metzingen (Württ),4087,,,48.539725,9.290156
Mexikoplatz,4092,,,52.436937,13.232712
Michelau (Oberfr),4095,,,50.15498,11.116245
Michelaubrück,4097,,,50.116712,9.767679
Michelstadt,4098,,,49.684858,9.001453
Michendorf,4099,,,52.316344,13.030688
Miesbach,4102,,,47.7908288,11.8308163
Miesenbach,8130,,,49.456368,7.548373
Miesenheim,4103,,,50.404043,7.407598
Mieste,4104,,,52.48375,11.204771
Miesterhorst,4105,,,52.466251,11.120178
Millingen,4106,,,51.560154,6.556373
Millingen (Kr Rees),4107,,,51.809457,6.400012
Miltach,4109,,,49.163962,12.7683
Miltern,4111,,,52.563344,11.936624
Miltzow,4115,,,54.200949,13.1974581
Mimberg,4117,,,49.3528682,11.2740541
Mindelaltheim,4118,,,48.455978,10.407905
Mindelheim,4119,,,48.044917,10.501626
Minden (Westf),4120,,,52.290138,8.934728
Mistorf,4124,,,53.880497,12.123044
Mittel Gründau,4125,,,50.230798,9.119818
Mittelherwigsdorf (Sachs),4128,,,50.922794,14.74128
Mittelschmalkalden,4132,,,50.717714,10.400055
Mittelsinn,4133,,,50.191195,9.623423
Mittenwald,4134,,,47.44003,11.265705
Mittlerer Landweg,4139,,,53.498172,10.131122
Mittweida,4140,,,50.987545,12.959863
Mixdorf,4142,,,52.19778,14.394802
Mochenwangen,4143,,,47.872571,9.637901
Mockrehna,4146,,,51.505606,12.819504
Moers,4148,,,51.451147,6.641535
Moidentin,4155,,,53.806071,11.481918
Monbach-Neuhausen,7763,,,48.799166,8.728328
Monreal,654,,,50.296357,7.153055
Monsheim,4168,,,49.633666,8.208162
Montabaur,4169,,,50.444834,7.825333
Monzingen,4170,,,49.793466,7.588673
Moosburg,4172,,,48.47033,11.930382
Morlesau,4178,,,50.117146,9.799066
Morschen-Altmorschen,125,,,51.067275,9.610756
Morsum (Sylt),4181,,,54.872142,8.432464
Mosbach (Baden),4183,,,49.35256,9.143655
Mosbach West,8052,,,49.34677,9.134042
Mosbach-Neckarelz,4316,,,49.348484,9.113093
Mosel,4185,,,50.783598,12.481399
Moselkern,4186,,,50.195483,7.371357
Mudersbach,4195,,,50.827476,7.951651
Muggensturm,4196,,,48.8766658,8.27371627
Muggensturm-Badesee,8026,,,48.879996,8.286613
Muhr am See,4214,,,49.15436,10.720493
Mulda (Sachs),4215,,,50.808999,13.413153
Muldenberg Floßplatz,4528,,,50.41569,12.399034
Muldenhütten,4217,,,50.905685,13.3888042
Muldenstein,4218,,,51.667787,12.354047
Munderkingen,4275,,,48.237872,9.645671
Munster (Örtze),4279,,,52.993312,10.096487
Murg (Baden),4282,,,47.553452,8.018725
Murnau,4284,,,47.682266,11.192628
Murnau Ort,4285,,,47.678834,11.19566
Murrhardt,4287,,,48.982757,9.57777
Mußbach,4288,,,49.37196,8.168529
Möckmühl,4145,,,49.321107,9.357979
Mögelin,4149,,,52.560089,12.329815
Mögglingen (b Gmünd),4150,,,48.8246454,9.95801747
Möhringen Bahnhof,8035,,,47.958151,8.770796
Möhringen Rathaus,8036,,,47.957237,8.763373
Mölln (Lauenb),4159,,,53.624414,10.683209
Mölln (Meckl),4160,,,53.585939,13.084507
Mönchengladbach Hbf,4162,,,51.196583,6.446111
Mönchengladbach-Genhausen,4164,,,51.148081,6.32904
Mönchengladbach-Lürrip,4163,,,51.199625,6.472428
Mönchengladbach-Rheindahlen,4165,,,51.150712,6.357894
Mönchhagen,4166,,,54.14357,12.225336
Mönchröden,4167,,,50.302227,11.057613
Mörfelden,4174,,,49.979,8.565384
Möringen (Altm),4175,,,52.581661,11.748849
Mörlenbach,4177,,,49.597299,8.730987
Möser,4187,,,52.218981,11.78462
Mössingen,4189,,,48.4040373,9.04639095
Möttingen,4190,,,48.806806,10.597832
Mücheln (Geiseltal),4191,,,51.307641,11.804437
Mücheln (Geiseltal) - Stadt,2651,,,51.303855,11.813771
Mücka,4192,,,51.319529,14.708179
Mücke (Hess),4193,,,50.6171,9.029035
Müden (Mosel),4194,,,50.18486,7.339393
Mühlacker,4197,,,48.953192,8.846101
Mühlacker Rößlesweg,6237,,,48.95634,8.860143
Mühlanger,4198,,,51.855712,12.748212
Mühlbach (b Pirna),4199,,,50.9141176,13.8187838
Mühlen (Oldb),4203,,,52.619692,8.208512
Mühlen (b Horb),4202,,,48.449941,8.726802
Mühlenbeck-Mönchmühle,4204,,,52.654605,13.386844
Mühlhausen (Thür),4207,,,51.209193,10.474041
Mühlhausen (b Engen),4206,,,47.81363,8.80425185
Mühlheim (Main),4210,,,50.1191868,8.83792162
Mühlheim (b Tuttlingen),4209,,,48.0292122,8.88564348
Mühlheim-Dietesheim,7168,,,50.1204216,8.85817498
Mühlstetten,4211,,,49.151491,11.00796
Mühltal,4477,,,49.832203,8.703318
Mülheim (Ruhr) Hbf,4219,,,51.431342,6.88651
Mülheim (Ruhr) West,4220,,,51.439654,6.871404
Mülheim (Ruhr)-Styrum,4221,,,51.449203,6.852636
Mülheim-Kärlich,6374,,,50.4026129,7.50877976
Müllheim im Markgräflerland,4223,,,47.809743,7.599332
Müllrose,4224,,,52.242046,14.434246
Münchberg,4227,,,50.189043,11.790667
Müncheberg (Mark),4228,,,52.524727,14.100332
Münchehof (Harz),4229,,,51.848306,10.188654
München (Bad Berka),4230,,,50.870051,11.254596
München Donnersbergerbrücke,4231,,,48.142623,11.536537
München Harras,4233,,,48.117747,11.536311
München Hbf,4234,,,48.140232,11.558335
München Heimeranplatz,4235,,,48.132961,11.5315
München Isartor,4236,,,48.134202,11.583234
München Karlsplatz,4237,,,48.139452,11.565619
München Leienfelsstraße,4238,,,48.154538,11.428524
München Leuchtenbergring,4239,,,48.13425,11.615986
München Marienplatz,4240,,,48.137048,11.575386
München Ost,4241,,,48.12744,11.604971
München Rosenheimer Platz,4242,,,48.129168,11.593049
München Siemenswerke,4244,,,48.094503,11.532799
München St Martin Straße,4243,,,48.118543,11.595785
München-Allach,4246,,,48.189932,11.468036
München-Aubing,4247,,,48.155968,11.413309
München-Berg am Laim,4248,,,48.134001,11.633295
München-Daglfing,4249,,,48.149622,11.64933
München-Englschalking,4250,,,48.156915,11.648335
München-Fasanerie,4251,,,48.197811,11.525924
München-Fasangarten,4252,,,48.092746,11.606009
München-Feldmoching,4253,,,48.213813,11.541318
München-Freiham,4254,,,48.14,11.410112
München-Giesing,4255,,,48.110803,11.596346
München-Hackerbrücke,4232,,,48.141969,11.548572
München-Hirschgarten,8154,,,48.14354,11.519245
München-Johanneskirchen,4256,,,48.167638,11.646058
München-Karlsfeld,4257,,,48.211179,11.459568
München-Laim Pbf,4258,,,48.144371,11.503669
München-Langwied,4259,,,48.163112,11.432508
München-Lochhausen,4260,,,48.176505,11.407895
München-Mittersendling,4261,,,48.107824,11.536354
München-Moosach,4262,,,48.180258,11.506237
München-Neuaubing,4263,,,48.141706,11.422197
München-Neuperlach Süd,4264,,,48.088685,11.645175
München-Obermenzing,4265,,,48.164223,11.478117
München-Pasing,4266,,,48.149852,11.461872
München-Perlach,4267,,,48.093426,11.631208
München-Riem Pbf,4268,,,48.143983,11.678049
