name,stationID,evaNr,rl100Code,lat,lon
Erkersreuth,1644,,,50.186624,12.141494
Erkner,1645,,,52.4275606,13.7522435
Erkrath,1646,,,51.220458,6.902412
Erlangen,1650,,,49.5958303,11.0016382
Erlangen Paul-Gossen-Straße,7027,,,49.579293,10.99939
Erlangen-Bruck,1651,,,49.5699191,10.9971428
Erlau (Sachs),1653,,,51.00863,12.943035
Erndtebrück,1659,,,50.991234,8.255317
Ernsgaden,1660,,,48.733309,11.573292
Ernstthal am Rennsteig,1663,,,50.496511,11.164312
Erpel (Rhein),1664,,,50.582064,7.241594
Erpolzheim,1665,,,49.488326,8.210697
Erzhausen,1668,,,49.9508678,8.65099311
Erzingen (Baden),1669,,,47.659541,8.430123
Eschborn,1671,,,50.143618,8.560971
Eschborn Süd,1672,,,50.133563,8.578487
Eschede,1673,,,52.7412804,10.2308437
Eschelbronn,8163,,,49.323982,8.867796
Eschenau (Mittelfr),1675,,,49.575385,11.198618
Eschenau (b Heilbronn),1674,,,49.143785,9.402735
Eschenbach (b Markt Erlbach),1676,,,49.482234,10.671636
Eschenlohe,1677,,,47.601745,11.187945
Eschhofen,1678,,,50.3934844,8.10442865
Eschweiler Hbf,1680,,,50.813532,6.251937
Esens (Ostfriesl),1681,,,53.636214,7.616211
Espelkamp,1683,,,52.378688,8.613358
Espenau-Mönchehof,4161,,,51.390674,9.455955
Essen (Oldb),1689,,,52.723882,7.945437
Essen Hbf,1690,,,51.451355,7.014793
Essen Stadtwald,1691,,,51.422853,7.023296
Essen Süd,1692,,,51.439295,7.023098
Essen West,1693,,,51.454497,6.979798
Essen-Altenessen,1694,,,51.48437,7.007252
Essen-Bergeborbeck,1695,,,51.480396,6.977111
Essen-Borbeck,1696,,,51.473103,6.948461
Essen-Borbeck Süd,1697,,,51.461673,6.953922
Essen-Dellwig,1698,,,51.487923,6.922269
Essen-Dellwig Ost,1699,,,51.487604,6.927211
Essen-Eiberg,1700,,,51.441814,7.109691
Essen-Frohnhausen,1701,,,51.455113,6.965285
Essen-Gerschede,1702,,,51.483036,6.943309
Essen-Holthausen,1703,,,51.417711,7.072649
Essen-Horst,1704,,,51.431214,7.102741
Essen-Hügel,1705,,,51.4045167,7.00882137
Essen-Kray Nord,1707,,,51.46943,7.080476
Essen-Kray Süd,1708,,,51.458055,7.074655
Essen-Kupferdreh,1709,,,51.390945,7.080247
Essen-Steele,1710,,,51.450684,7.075552
Essen-Steele Ost,1711,,,51.444201,7.088561
Essen-Werden,1713,,,51.386828,6.997845
Essen-Zollverein Nord,1706,,,51.493609,7.046744
Essen-Überruhr,1712,,,51.428541,7.068716
Esslingen (Neckar),1716,,,48.7385453,9.30052221
Esslingen-Mettingen,1717,,,48.747083,9.27583
Esslingen-Zell,1718,,,48.724328,9.359389
Esting,1720,,,48.212196,11.317322
Etelsen,1721,,,52.999203,9.123745
Ettenhausen,1723,,,50.874563,10.232251
Etterzhausen,1724,,,49.030609,11.978031
Ettlingen West,1725,,,48.947182,8.387878
Etzbach,1726,,,50.7813234,7.68865943
Etzelwang,1727,,,49.525525,11.586408
Etzleben,1729,,,51.258077,11.181128
Eubigheim,1730,,,49.501732,9.538015
Euerdorf,1731,,,50.149535,10.027633
Euskirchen,1734,,,50.65776,6.792193
Euskirchen-Kreuzweingarten,3421,,,50.613054,6.796055
Euskirchen-Kuchenheim,3446,,,50.655602,6.834478
Euskirchen-Stotzheim,6048,,,50.6341994,6.8110621
Eutin,1736,,,54.135343,10.610123
Eutingen (Baden),1737,,,48.909846,8.743772
Eutingen Nord,8388,,,48.4847,8.7531
Eutingen im Gäu,1738,,,48.479952,8.782236
Eyach,1742,,,48.446288,8.783101
Eystrup,1743,,,52.783369,9.23139
Eßleben,1715,,,49.943101,10.085225
Fachingen (Lahn),1744,,,50.361781,7.992566
Fahrenkrug,1747,,,53.943962,10.253159
Fahrnau,1749,,,47.66156,7.839425
Falkenau (Sachs) Süd,1751,,,50.84935,13.110263
Falkenberg (Elster),1752,,,51.58362,13.247685
Falkenberg (Mark),1754,,,52.808176,13.959985
Falkensee,1757,,,52.559772,13.089636
Falkenstein (Vogtl),1758,,,50.4790562,12.3610944
Fallersleben,1759,,,52.423496,10.717325
Fangschleuse,1762,,,52.406725,13.824926
Farchant,1764,,,47.53097,11.11486
Fasanenpark,1765,,,48.079713,11.609378
Faurndau,1767,,,48.710807,9.616047
Favoritepark,1768,,,48.909209,9.180233
Feilitzsch,1769,,,50.364324,11.934034
Feldafing,1770,,,47.946938,11.290224
Feldberg-Bärental,1772,,,47.871444,8.098294
Felde,8009,,,54.309847,9.947018
Feldhausen,1773,,,51.614953,6.973216
Feldkirchen (b München),1774,,,48.151846,11.732103
Feldolling,5827,,,47.895336,11.852244
Fellbach,1775,,,48.8202977,9.27059948
Felsberg-Altenbrunslar,88,,,51.165227,9.445462
Felsberg-Gensungen,2065,,,51.131122,9.43563
Felsberg-Wolfershausen,6853,,,51.186552,9.45006
Ferch-Lienewitz,1777,,,52.303553,12.964073
Ferdinandshof,1779,,,53.660087,13.881913
Fermerswalde,1780,,,51.642998,13.173589
Ferndorf (Kr Siegen),1782,,,50.959453,8.009227
Feucht,1783,,,49.381947,11.204207
Feucht Ost,8140,,,49.376032,11.220502
Feucht-Moosbach,1784,,,49.387913,11.260901
Feuerbachstraße,1787,,,52.463546,13.332575
Fichtenberg,1788,,,48.987346,9.700763
Filderstadt,3022,,,48.676493,9.217709
Filsen,1790,,,50.2390089,7.58339345
Finkenheerd,1791,,,52.249419,14.569595
Finkenkrug,1792,,,52.569663,13.051255
Finnentrop,1793,,,51.173048,7.964563
Finningerstraße,1794,,,48.389993,10.026228
Finsterwalde (Niederlausitz),1795,,,51.637001,13.710388
Fischbach (b Nürnberg),1797,,,49.41334,11.17407
Fischbach-Camphausen,1799,,,49.304744,7.031132
Fischbach-Weierbach,1800,,,49.738901,7.404671
Fischbachau,1801,,,47.7056536,11.9335395
Fischbek,8112,,,53.474731,9.819561
Fischen,1803,,,47.456591,10.271717
Fischhausen-Neuhaus,1804,,,47.7062601,11.873281
Flechtingen,1806,,,52.347968,11.261352
Fleetmark,1808,,,52.790802,11.378693
Flensburg,1810,,,54.774039,9.436526
Flieden,1812,,,50.4217703,9.57756758
Flintbek,1813,,,54.243349,10.062913
Flintsbach,1814,,,47.724252,12.128024
Flomersheim,1817,,,49.513958,8.333801
Flughafen BER,8192,,,52.3648038,13.5119498
Flughafen Leipzig/Halle,8015,,,51.423338,12.223426
Flughafen München,1822,,,48.353728,11.78597
Flughafen München Besucherpark,1823,,,48.352095,11.764185
Flöha,1816,,,50.854355,13.075152
Flörsheim (Main),1818,,,50.017211,8.431013
Fohrde,1825,,,52.484148,12.46282
Forchheim (Oberfr),1830,,,49.71707,11.069859
Forchheim (b Karlsruhe),1829,,,48.964785,8.338934
Forchheim Nord,6996,,,49.7322,11.0644
Fornsbach,1833,,,48.975445,9.642498
Forst (Lausitz),1834,,,51.738882,14.637628
Forsthaus,1836,,,51.303412,6.503498
Forth,1838,,,49.591698,11.221457
Frankenberg (Sachs),1842,,,50.911233,13.043191
Frankenberg (Sachs) Süd,1843,,,50.902784,13.036378
Frankenstein (Pfalz),1846,,,49.438867,7.969802
Frankenstein (Sachs),1847,,,50.9029212,13.2284671
Frankenthal Hbf,1848,,,49.535567,8.349702
Frankenthal Süd,8210,,,49.522649,8.349558
Frankfurt (Main) Flughafen Regionalbahnhof,1849,,,50.051219,8.571251
Frankfurt (Main) Galluswarte,1863,,,50.10403,8.64472
Frankfurt (Main) Hauptwache,1864,,,50.113926,8.678947
Frankfurt (Main) Hbf,1866,,,50.107145,8.663789
Frankfurt (Main) Konstablerwache,1865,,,50.114623,8.687098
Frankfurt (Main) Lokalbahnhof,1850,,,50.102171,8.693025
Frankfurt (Main) Mühlberg,1851,,,50.101915,8.70060593
Frankfurt (Main) Niederrad,1876,,,50.0809969,8.63701344
Frankfurt (Main) Ost,1852,,,50.112574,8.70864
Frankfurt (Main) Ostendstraße,1853,,,50.112562,8.696987
Frankfurt (Main) Stresemannallee,1855,,,50.0943686,8.67126793
Frankfurt (Main) Süd,1856,,,50.099365,8.686457
Frankfurt (Main) Taunusanlage,1857,,,50.113565,8.668864
Frankfurt (Main) West,1858,,,50.1192986,8.63939524
Frankfurt (Oder),1859,,,52.336416,14.546496
Frankfurt (Oder)-Neuberesinchen,7748,,,52.322329,14.54605
Frankfurt (Oder)-Rosengarten,1862,,,52.337769,14.472631
Frankfurt am Main Flughafen Fernbahnhof,7982,,,50.053167,8.570185
Frankfurt am Main Gateway Gardens,8268,,,50.0565739,8.59449506
Frankfurt am Main Messe,7980,,,50.111736,8.64351779
Frankfurt am Main Stadion,1854,,,50.068228,8.633247
Frankfurt am Main-Ginnheim,8320,,,50.1429986,8.6431396
Frankfurt-Berkersheim,1867,,,50.176486,8.697827
Frankfurt-Eschersheim,1868,,,50.1582983,8.65520954
Frankfurt-Frankfurter Berg,1869,,,50.1702242,8.67655724
Frankfurt-Griesheim,1871,,,50.094334,8.606394
Frankfurt-Höchst,1872,,,50.102634,8.54237
Frankfurt-Höchst Farbwerke,1763,,,50.0984534,8.5283196
Frankfurt-Louisa,1873,,,50.083956,8.670369
Frankfurt-Mainkur,1874,,,50.134603,8.767437
Frankfurt-Nied,1875,,,50.102519,8.570734
Frankfurt-Rödelheim,1877,,,50.124615,8.607026
Frankfurt-Sindlingen,1878,,,50.087497,8.512259
Frankfurt-Sossenheim,1879,,,50.115074,8.553526
Frankfurt-Zeilsheim,8058,,,50.090124,8.506011
Frankleben,1880,,,51.309561,11.937582
Frauenau,1881,,,48.987653,13.300048
Frauenhain,1884,,,51.384223,13.503636
Frechen-Königsdorf,2306,,,50.936501,6.777846
Freckleben,1885,,,51.702365,11.54413
Freden (Leine),1886,,,51.927787,9.899006
Fredersdorf (b Berlin),1889,,,52.526212,13.760628
Freiberg (Neckar),1890,,,48.930107,9.197796
Freiberg (Sachs),1891,,,50.908725,13.344141
Freiburg (Breisgau) Hbf,1893,,,47.997697,7.84117
Freiburg Messe/Universität,7992,,,48.012918,7.832668
Freiburg-Herdern,1896,,,48.008237,7.850973
Freiburg-Klinikum,1894,,,48.005562,7.842755
Freiburg-Landwasser,1895,,,48.0288,7.81086
Freiburg-Littenweiler,1897,,,47.981672,7.895133
Freiburg-St Georgen,1898,,,47.975496,7.803006
Freiburg-Wiehre,1899,,,47.982413,7.854127
Freiburg-Zähringen,1900,,,48.024363,7.863734
Freienorla,1902,,,50.771382,11.540139
Freihalden,1903,,,48.384704,10.5022
Freihung,1905,,,49.627221,11.902879
Freihöls,1904,,,49.4015378,12.0193553
Freilassing,1906,,,47.836916,12.977193
Freilassing-Hofham,8245,,,47.831196,12.968277
Freinsheim,1907,,,49.501493,8.205192
Freising,1908,,,48.395195,11.744539
Freital-Deuben,1911,,,50.999358,13.646432
Freital-Hainsberg,1912,,,50.988898,13.637938
Freital-Hainsberg West,1913,,,50.981083,13.622714
Freital-Potschappel,1914,,,51.013894,13.662552
Frellstedt,1915,,,52.213749,10.909994
Fremersdorf,1916,,,49.409926,6.647942
Frenz,1917,,,51.749194,11.898933
Fresenburg,1918,,,53.842599,10.390584
Fretzdorf,1919,,,53.065105,12.545846
Freudenstadt Hbf,1921,,,48.460322,8.428803
Freusburg Siedlung,1923,,,50.815983,7.897253
Freyburg (Unstrut),1924,,,51.209079,11.767313
Frickhofen,1926,,,50.504908,8.030676
Fridingen (b Tuttlingen),1927,,,48.031822,8.93606
Friedberg (Hess),1930,,,50.332606,8.762056
Friedberg (b Augsburg),1929,,,48.352043,10.982487
Friedberg Süd,1870,,,50.320279,8.747646
Friedelhausen,1931,,,50.671607,8.710961
Friedenau,1932,,,52.470586,13.341388
Friedersdorf (b Königs Wusterhausen),1934,,,52.289563,13.786518
Friedland (Han),1937,,,51.421562,9.914746
Friedrich-Wilhelms-Hütte,1939,,,50.802044,7.159382
Friedrichroda,1940,,,50.862151,10.576685
Friedrichsberg,1941,,,53.576328,10.057433
Friedrichsdorf (Taunus),1942,,,50.25249,8.644776
Friedrichsfeld (Niederrhein),1943,,,51.6216,6.651121
Friedrichsfelde Ost,1944,,,52.514169,13.520254
Friedrichshafen Flughafen,5987,,,47.672213,9.523714
Friedrichshafen Hafen,1945,,,47.651208,9.482819
Friedrichshafen Landratsamt,2718,,,47.657146,9.451988
Friedrichshafen Manzell,6456,,,47.66432,9.429156
Friedrichshafen Ost,1946,,,47.651706,9.502018
Friedrichshafen Stadt,1947,,,47.653224,9.4739
Friedrichshafen-Fischbach,7435,,,47.672481,9.417383
Friedrichshafen-Kluftern,7430,,,47.688149,9.409515
Friedrichsruhe (Meckl),1951,,,53.524802,11.739088
Friedrichssegen,1952,,,50.3119546,7.65073299
Friedrichstadt,1953,,,54.377487,9.079258
Friedrichstal (Baden),1954,,,49.1009702,8.47413898
Friedrichsthal (Saar),1956,,,49.320061,7.08913
Friedrichsthal Mitte,7157,,,49.32716,7.093916
Friesack (Mark),1959,,,52.760712,12.587542
Friesdorf,1960,,,51.5894595,11.3020885
Friesdorf Ost,1961,,,51.59782,11.323432
Friesenheim (Baden),1962,,,48.381589,7.862948
Frimmersdorf,1963,,,51.0461427,6.56654119
Frohburg,1965,,,51.069159,12.559288
Frommern,1968,,,48.244034,8.872122
Fronhausen (Lahn),1970,,,50.7060576,8.69912267
Frose,1971,,,51.793636,11.374843
Fröndenberg,1969,,,51.471254,7.762198
Fröndenberg-Frömern,1967,,,51.499263,7.735929
Fröttstädt,1972,,,50.930357,10.573019
Fulda,1973,,,50.5549058,9.68416929
Fuldatal-Ihringshausen,2970,,,51.348591,9.52607
Furth (b Deisenhofen),1983,,,48.035521,11.593281
Furth im Wald,1986,,,49.309812,12.838811
Föhren,1826,,,49.857099,6.767531
Förbau,1828,,,50.207519,11.910685
Förderstedt,1831,,,51.903517,11.633757
Förtha (Kr Eisenach),1839,,,50.938853,10.262007
Förtschendorf,1840,,,50.392901,11.350128
Fürfurt,1974,,,50.430492,8.253138
Fürstenberg (Havel),1975,,,53.186784,13.139273
Fürstenfeldbruck,1977,,,48.171656,11.262148
Fürstenwalde (Spree),1980,,,52.366858,14.05964
Fürstenwalde (Spree) Süd,1981,,,52.341895,14.086609
Fürth (Bay) Hbf,1984,,,49.469707,10.989988
Fürth (Odenw),1985,,,49.648534,8.781003
Fürth Westvorstadt,1987,,,49.4690305,10.9714794
Fürth-Burgfarrnbach,1988,,,49.491033,10.923627
Fürth-Dambach,1989,,,49.46074,10.970196
Fürth-Klinikum,1990,,,49.482403,10.96756
Fürth-Unterfürberg,1991,,,49.474914,10.957532
Füssen,1992,,,47.5707099,10.696789
Gablingen,1993,,,48.463417,10.850752
Gadebusch,1994,,,53.705173,11.1194247
Gaildorf West,1998,,,49.003822,9.753892
Gaimersheim,2000,,,48.798789,11.36979
Gaißach,2001,,,47.737467,11.575401
Galgenschanze,7862,,,49.43549,7.744124
Ganderkesee,2005,,,53.035251,8.542777
Gangloffsömmern,2006,,,51.191473,10.954856
Garbeck,2008,,,51.321459,7.839903
Garbenteich,2009,,,50.540288,8.745273
Gardelegen,2011,,,52.518376,11.404536
Garding,2012,,,54.326053,8.77762
Garmisch-Partenkirchen,2014,,,47.491452,11.097013
Gatersleben,2018,,,51.828111,11.291362
Gau Algesheim,2019,,,49.961432,8.016065
Gau Bickelheim,2020,,,49.840292,8.020291
Gaubüttelbrunn,2021,,,49.6344384,9.85445201
Gauting,2024,,,48.070658,11.376146
Gebra (Hainleite),2027,,,51.427155,10.595388
Geeste,2028,,,52.598094,7.312044
Geestgottberg,2029,,,52.955743,11.736957
Gehlberg,2030,,,50.683768,10.769351
Gehrenseestraße,2035,,,52.556011,13.524834
Geigant,2036,,,49.323354,12.681424
Geilenkirchen,2037,,,50.961039,6.124518
Geilhausen,2038,,,50.7714987,7.6387234
Geiselhöring,2039,,,48.822392,12.392077
Geisenbrunn,2040,,,48.109157,11.324847
Geisenheim,2042,,,49.985973,7.968804
Geising,2043,,,50.760699,13.786064
Geisingen,2044,,,47.921342,8.653951
Geislingen (Steige),2045,,,48.619358,9.841941
Geislingen West,2046,,,48.630766,9.821909
Geitau,2047,,,47.693887,11.966403
Geithain,2048,,,51.058217,12.697455
Gelbensande,2049,,,54.198696,12.304809
Geldern,2050,,,51.513289,6.319336
Gelnhausen,2051,,,50.196343,9.189278
Gelsenkirchen Hbf,2052,,,51.504903,7.102455
Gelsenkirchen Zoo,2053,,,51.537686,7.111104
Gelsenkirchen-Buer Nord,2054,,,51.587245,7.050593
Gelsenkirchen-Buer Süd,2055,,,51.549085,7.040156
Gelsenkirchen-Hassel,2056,,,51.610858,7.066571
Gelsenkirchen-Rotthausen,2057,,,51.492642,7.089009
Geltendorf,2058,,,48.1059912,11.0374552
Gemünden (Main),2060,,,50.050018,9.699894
Genderkingen,2061,,,48.69584,10.885159
Gengenbach,2062,,,48.4046588,8.01019192
Gennweiler,7158,,,49.369979,7.049984
Gensingen-Horrweiler,2064,,,49.89826,7.938188
Genthin,2066,,,52.40322,12.157103
Georgensgmünd,2071,,,49.1833514,11.0161758
Gera Hbf,2073,,,50.883421,12.077092
Gera Süd,2075,,,50.871159,12.076443
Gera-Langenberg,2077,,,50.916971,12.0472
Gera-Zwötzen,2081,,,50.85005,12.082181
Geraberg,2082,,,50.715593,10.857196
Geradstetten,2083,,,48.805203,9.439753
Gerhausen,2085,,,48.39972,9.806227
Gerichshain,2086,,,51.35388,12.587444
Gerlachsheim,2088,,,49.580886,9.710612
Gerlenhofen,2089,,,48.351332,10.037282
Germering-Unterpfaffenhofen,2091,,,48.12887,11.364023
Germersheim,2092,,,49.225402,8.365282
Germersheim Mitte/Rhein,8244,,,49.219876,8.379305
Germersheim Süd/Nolte,8206,,,49.208341,8.373755
Gernlinden,2094,,,48.212765,11.300378
Gernrode-Niederorschel,4515,,,51.383224,10.416533
Gernsheim,2097,,,49.753598,8.4902
Geroldshausen,2098,,,49.686941,9.903994
Gerolstein,2099,,,50.224006,6.660372
Gersdorf (b Görlitz),2101,,,51.125212,14.85425
Gersfeld (Rhön),2102,,,50.4493955,9.91438866
Gersthofen,2104,,,48.42302,10.861193
Gerstungen,2105,,,50.964665,10.065041
Gertenbach,2107,,,51.3798738,9.80438858
Gerwisch,2108,,,52.177587,11.742095
Geseke,2109,,,51.64523,8.510292
Gessertshausen,2110,,,48.333715,10.732382
Gettenau-Bingenheim,2111,,,50.3796952,8.88597608
Gettorf,2112,,,54.409893,9.978678
Gevelsberg Hbf,2113,,,51.324399,7.33976
Gevelsberg West,2114,,,51.317276,7.313845
Gevelsberg-Kipp,2115,,,51.31993,7.327172
Gevelsberg-Knapp,2116,,,51.336964,7.377884
Giengen (Brenz),2118,,,48.620023,10.236994
Giersleben,2119,,,51.7645997,11.5685445
Gießen,2120,,,50.579059,8.661462
Gießen Erdkauter Weg,1627,,,50.571304,8.683241
Gießen Licher Straße,2121,,,50.581667,8.697242
Gießen Oswaldsgarten,7968,,,50.5881685,8.66896927
Gifhorn,2122,,,52.4559636,10.545786
Gifhorn-Stadt,2123,,,52.479774,10.54294
Gilching-Argelsried,2124,,,48.105674,11.299598
Gingen (Fils),2126,,,48.661039,9.787826
Girod,2128,,,50.454329,7.902936
Gittelde,2129,,,51.787337,10.203025
Gladbeck Ost,2132,,,51.575531,6.994813
Gladbeck West,2133,,,51.574922,6.976389
Gladbeck-Zweckel,2134,,,51.59027,6.984424
Glan-Münchweiler,2136,,,49.470176,7.444848
Glashütte (Sachs),2139,,,50.851102,13.782378
Glaubitz (b Riesa),2141,,,51.317562,13.365435
Glauburg-Glauberg,2140,,,50.3134328,8.9962256
Glauburg-Stockheim,6033,,,50.327056,9.010123
Glauchau (Sachs),2142,,,50.828524,12.548646
Glauchau-Schönbörnchen,2143,,,50.821057,12.500671
Glesch,2145,,,50.971261,6.589633
Glöwen,2148,,,52.903512,12.083928
Glückauf,2149,,,51.389701,10.828367
Glückstadt,2151,,,53.788606,9.42832
Gnadau,2152,,,51.979599,11.78115
Gnevkow,2153,,,53.792896,13.17467
Goch,2159,,,51.681824,6.160862
Godramstein,2163,,,49.20685,8.076028
Gokels,2168,,,54.118755,9.470081
Goldbeck (Kr Osterburg),2170,,,52.71606,11.858149
Goldberg,2171,,,48.69691,9.02043
Goldenstedt (Oldb),2173,,,52.800611,8.394579
Goldhausen,2174,,,50.4614382,7.87305728
Goldshöfe,2175,,,48.894221,10.128254
Gollmitz (Niederlausitz),2177,,,51.703335,13.883834
Golm,2178,,,52.409774,12.971864
Golzow (Oderbruch),2185,,,52.562531,14.51181
Golzow (b Eberswalde),2182,,,52.914013,13.826975
Golßen (Niederlausitz),2180,,,51.974272,13.574773
Gommern,2186,,,52.074002,11.83878
Gorgast,2192,,,52.5631907,14.551279
Gosberg,2200,,,49.7044583,11.1092055
Goslar,2202,,,51.911573,10.421436
Gotha,2209,,,50.93907,10.712568
Gotha Ost,2210,,,50.961881,10.720869
Gottenheim,2214,,,48.051653,7.727832
Gotteszell,2215,,,48.958131,12.983435
Gottmadingen,2219,,,47.737377,8.77484143
Goßdorf-Kohlmühle,2203,,,50.94117,14.164655
Goßmannsdorf,2206,,,49.684959,10.025594
Graal-Müritz,4812,,,54.248777,12.245387
Graal-Müritz Koppelweg,8141,,,54.24589,12.237167
Graben (Lechfeld) Gewerbepark,8278,,,48.199148,10.852411
Graben-Neudorf,2223,,,49.161797,8.49063
Graben-Neudorf Nord,2224,,,49.177958,8.494096
Grabow (Meckl),2225,,,53.282902,11.564201
Grafenaschau,2228,,,47.667029,11.1374
Grafenau,2229,,,48.856168,13.393327
Grafing Bahnhof,2240,,,48.043226,11.940423
Grafing Stadt,2241,,,48.047217,11.962758
Grafling-Arzting,8253,,,48.889645,12.973322
Grafrath,2243,,,48.132096,11.153259
Grambow,2244,,,53.417381,14.347457
Gransee,2246,,,53.001076,13.16712
Grebenstein,2250,,,51.4474846,9.42015946
Greifswald,2252,,,54.092923,13.370262
Greifswald Süd,2253,,,54.076443,13.396656
Greifswalder Straße,529,,,52.54002,13.439561
Greiz,2254,,,50.652974,12.1944648
Greiz-Dölau,2256,,,50.6308785,12.1852165
Grenzach,2257,,,47.5509,7.659506
Greppin,2259,,,51.645358,12.297969
Greußen,2261,,,51.2291337,10.9414762
Greven,2262,,,52.0899457,7.5993526
Grevenbroich,2263,,,51.093701,6.580447
Grevesmühlen,2265,,,53.857468,11.184712
Grieben (Meckl),2267,,,53.851233,11.068569
Griebo,2269,,,51.880576,12.522977
Griefstedt,2270,,,51.2305311,11.1367142
Griesen (Oberbay),2271,,,47.478217,10.94612
Grießen (Baden),2272,,,47.628432,8.396003
Grimma ob Bf,2275,,,51.230076,12.714131
Grimmen,2277,,,54.109739,13.034025
Grimmenthal,2278,,,50.532953,10.450512
Grobau,2280,,,50.432302,11.943905
Grombach,2286,,,49.226145,8.996902
Gronau (Westf),2288,,,52.215107,7.022436
Gronsdorf,2290,,,48.118401,11.698619
Groß Ammensleben,2291,,,52.235646,11.525417
Groß Brütz,2295,,,53.653088,11.251439
Groß Düngen,2334,,,52.09773,10.020077
Groß Gerau,2299,,,49.9248833,8.48595411
Groß Gerau-Dornberg,2300,,,49.912279,8.494709
Groß Gerau-Dornheim,1278,,,49.877507,8.493656
Groß Karben,2303,,,50.23184,8.753528
Groß Kiesow,2304,,,54.013721,13.480617
Groß Kreutz,2307,,,52.410761,12.776335
Groß Köris,6180,,,52.159607,13.650807
Groß Laasch,2308,,,53.346481,11.534139
Groß Lüsewitz,2311,,,54.073407,12.339221
Groß Pankow,2312,,,53.123014,12.047421
Groß Rohrheim,2316,,,49.714066,8.476857
Groß Schwaß,2318,,,54.077026,12.04612
Groß Umstadt Mitte,2320,,,49.8640622,8.92470717
Groß Umstadt-Klein Umstadt,3237,,,49.894367,8.938635
Groß Umstadt-Wiebelsbach,6734,,,49.8332043,8.94089699
Großarmschlag,2323,,,48.885723,13.375921
Großauheim (Kr Hanau),2324,,,50.1070503,8.94383669
Großbeeren,2325,,,52.350673,13.28477
Großbothen,2327,,,51.184007,12.7591395
Großburgwedel,2330,,,52.50682,9.858535
Großbüllesheim,2329,,,50.686747,6.816188
Großdeuben,2333,,,51.232352,12.383193
Großen Buseck,2336,,,50.6057835,8.78207266
Großen Linden,2337,,,50.5282971,8.66209745
Großengottern,2338,,,51.144503,10.556041
Großenhain Cottb Bf,2340,,,51.291636,13.523916
Großenkneten,2341,,,52.945057,8.241136
Großenlüder,2342,,,50.592936,9.550001
Großfurra,2343,,,51.398882,10.802815
Großgeschaidt,2344,,,49.565031,11.172204
Großharthau,2345,,,51.102124,14.087646
Großhelfendorf,2346,,,47.94606,11.78126
Großheringen,2347,,,51.105981,11.657745
Großhesselohe Isartalbahnhof,2349,,,48.071068,11.530945
Großkarolinenfeld,2350,,,47.888827,12.084824
Großkorbetha,2351,,,51.267318,12.022171
Großkrotzenburg,2352,,,50.087726,8.982792
Großkugel,2353,,,51.4184491,12.1653682
Großlehna,2355,,,51.304806,12.168818
Großneuhausen,2356,,,51.164516,11.286163
Großpösna,2357,,,51.266709,12.488839
Großrudestedt,2361,,,51.09565,11.091093
Großräschen,2359,,,51.591488,14.014898
Großröhrsdorf,2360,,,51.1485187,14.0173101
Großschwabhausen,2365,,,50.936958,11.481934
Großschönau (Sachs),2364,,,50.892556,14.66545
Großsteinberg,2367,,,51.250586,12.637415
Großwalbur,2371,,,50.32719,10.849282
Großwudicke,2372,,,52.590435,12.231128
Grub (Oberbay),2376,,,48.164523,11.782559
Grub (Oberpf),2377,,,49.357856,12.681653
Grub am Forst,2378,,,50.227523,11.025858
Grunbach,2387,,,48.81036,9.420029
Grunow (Niederlausitz),2400,,,52.165074,14.378843
Gräfelfing,2227,,,48.119774,11.425571
Gräfenberg,2230,,,49.6416263,11.2503648
Gräfendorf,2231,,,50.118279,9.737162
Gräfenhainichen,2232,,,51.724731,12.460037
Gräfenroda,2233,,,50.7589964,10.8332759
Gräfenstuhl-Klippmühle,2235,,,51.602149,11.404245
Gräfentonna,2237,,,51.089734,10.733617
Gräveneck,2249,,,50.451905,8.250757
Gröbenzell,2281,,,48.194919,11.374107
Gröbers,2282,,,51.4323471,12.1168256
Gröditz (b Riesa),2284,,,51.411468,13.439542
Grüna (Sachs),2383,,,50.811417,12.798514
Grünbach (Vogtl),2388,,,50.439895,12.372815
Grünberg (Oberhess),2389,,,50.596589,8.959931
Grünbergallee,2391,,,52.399411,13.542485
Grünebach Ort,2393,,,50.777143,7.90235
Grünebacher Hütte,2394,,,50.781656,7.891546
Grüneberg,2395,,,52.8678,13.213023
Grünsfeld,2401,,,49.604933,9.745447
Grünstadt,2402,,,49.564384,8.167962
Grünstadt Nord,2403,,,49.573355,8.170781
Grüntal/Wittlensweiler,8030,,,48.475399,8.460747
Guben,2405,,,51.957203,14.706775
Gummersbach,2410,,,51.023632,7.56631
Gundelfingen,2412,,,48.044025,7.874185
Gundelfingen (Bay),2413,,,48.548779,10.377186
Gundelsdorf,2414,,,50.279917,11.301455
Gundelshausen,2415,,,48.94488,12.003553
Gundelsheim (Neckar),2416,,,49.282933,9.15787
Gundersheim (Rheinhess),2417,,,49.690167,8.196596
Guntersblum,2419,,,49.79198,8.351257
Gunzenhausen,2424,,,49.120444,10.755463
Gustorf,2431,,,51.067173,6.570011
Gutach (Breisgau),2433,,,48.113325,7.988493
Gutach Freilichtmuseum,7113,,,48.271677,8.198572
Gutenfürst,2435,,,50.418797,11.960916
Guthmannshausen,2439,,,51.132368,11.365703
Guxhagen,2440,,,51.204322,9.482159
Gärtringen,2016,,,48.640912,8.908993
Gäufelden,2023,,,48.559661,8.850308
Göbelnrod,2158,,,50.597631,8.921448
